"DitchReservoirCompanyName","OWF_ID","OWF_ID_Flag","BusinessEntity_ID","BusinessEntity_ID_Flag","DARCAMember","EntityStartDate","EntityStartDate_Flag","EntityEndDate","EntityEndDate_Flag","Ditch_WDID_CSV","Ditch_WDID_CSV_Flag","Reservoir_WDID_CSV","Reservoir_WDID_CSV_Flag","Latitude","Longitude","Lat_Long_Flag","Municipality","Municipality_Flag","IBCC_Basin","IBCC_Basin_Flag","Website","Website_Flag","Comment"
Union Mutual Ditch Company,UnionMutualDC,G,19871056308,G,N,1912-05-16,G,,N,,x,,x,40.255124,-103.617457,G2,Rush,G,South Platte,G1,,x,
Union Reservoir Company,UnionRC,G,19871035494,G,N,1902-10-24,G,,N,,x,,x,40.389487,-104.727947,G2,Greeley,G,South Platte,,,x,
Upper Baldwin Ditch Company,UpperBaldwinDC,G,19871036206,G,N,1903-02-16,G,,N,,x,,x,40.132825,-105.111719,G2,Longmont,G,South Platte,G1,,x,
Upper Harmony Ditch Company,,x,19871045460,G,N,1907-08-13,G,,N,,x,,x,,,x,,x,,x,,x,
"Upper Hight Ditch Company, Inc.",,x,20011044787,G,N,2001-03-02,G,,N,,x,,x,39.256233,-107.964908,G2,Colbran,G,Colorado,G1,,x,
Upper Platte and Beaver Canal Company,,x,,x,Y,,x,,N,,x,,x,,,x,Fort Morgan,G,,x,,x,
Upper Walker Ditch Company,,x,20091275433,G,N,2009-05-19,G,,N,,x,,x,40.501731,-107.204829,G2,Hayden,G,Yampa,G1,,x,
"Ute Tree Ditch, Inc.",,x,19891004109,G,N,1989-01-20,G,,N,,x,,x,38.753600,-108.075000,G2,Delta,G,Gunnison,G1,,x,
Valley Ditch Company,,x,19871000873,G,N,1873-06-02,G,,N,,x,,x,,,x,,x,,x,,x,
Vernal Mesa Ditch And Reservoir Company,,x,19871037948,G,N,1904-01-08,G,,N,,x,,x,,,x,,x,,x,,x,
Victory Irrigating Canal Company,,x,19871096385,G,N,1933-04-10,G,,N,,x,,x,,,x,,x,,x,,x,
Vineland Lateral Ditch Company,,x,19871077769,G,N,1923-06-08,G,,N,,x,,x,,,x,,x,,x,,x,
Virginia Mutual Ditch Company Inc.,,x,20101185766,G,N,2010-03-29,G,,N,,x,,x,38.678357,-107.575824,G2,Crawford,G,Gunnison,G1,,x,
Vista Irrigation Company,VistaIC,G,19871131728,G,N,1956-02-29,G,,N,,x,,x,39.751995,-105.120482,G2,Lakewood,G,Metro,G1,,x,
Von Hagen Ditch And Reservoir Co.,,x,19871293138,G,N,1975-10-10,G,,N,,x,,x,38.023670,-107.672531,G2,Ouray,G,Gunnison,G1,,x,
Vouga Reservoir Association,,x,19871129859,G,N,1955-08-08,G,,N,,x,,x,,,x,,x,,x,,x,
"W. R. Blower Mutual Ditch Company, Inc.",WRBlowerMutualDC,G,19871574470,G,N,1984-06-04,G,,N,,x,,x,40.254776,-105.159996,G2,Longmont,G,South Platte,G1,,x,
W. R. Jones Ditch Company,,x,19871108799,G,N,1944-09-13,G,,N,,x,,x,,,x,,x,,x,,x,
Wade And Hightower Ditch Company,,x,19871088888,G,N,1928-12-05,G,,N,,x,,x,38.856766,-107.592084,G2,Paonia,G,Gunnison,G1,,x,
Wadsworth Ditch Company,WadsworthDC,G,19871015009,G,N,1893-02-04,G,,N,,x,,x,39.802563,-105.083212,G2,Arvada,G,Metro,G1,,x,
Wagner Lateral Ditch Company,,x,19871047341,G,N,1908-06-06,G,,N,,x,,x,,,x,,x,,x,,x,
Walden Reservoir Company,WaldenRC,G,19871126264,G,N,1954-07-12,G,,N,,x,,x,40.727838,-106.280605,G2,Cowdrey,G,North Platte,,,x,
Walker Ditch Company,,x,20061224462,G,N,2006-06-02,G,,N,,x,,x,40.492030,-107.259011,G2,Hayden,G,Yampa,G1,,x,
Walsenburg Ditch Company,,x,19871105239,G,N,1940-04-18,G,,N,,x,,x,,,x,,x,,x,,x,
Ward Reynolds Ditch Company,,x,19871409610,G,N,1980-08-14,G,,N,,x,,x,39.554307,-107.562653,G2,New Castle,G,Colorado,G1,,x,
Ware And Hinds Ditch Association,,x,20101092615,G,N,2010-02-15,G,,N,,x,,x,39.548592,-107.656171,G2,Silt,G,Colorado,G1,,x,
Warren Lake Reservoir Company,,x,19871002280,G,N,1879-12-26,G,,N,,x,,x,38.674700,-108.039000,G2,Delta,G,Gunnison,,,x,
Warrior Ditch Company,WarriorDC,G,19871006958,G,N,1885-06-30,G,,N,,x,,x,39.732937,-105.009534,G2,Denver,G,Metro,G1,,x,
"Water-Users Of Lateral Ditch 110, Incorporated",,x,19991064389,G,Y,1999-04-07,G,,N,,x,,x,39.078243,-108.504187,G2,Grand Junction,G,Colorado,G1,,x,
Watrous Lateral Ditch Company,,x,19871156728,G,N,1961-10-24,G,,N,,x,,x,,,x,,x,,x,,x,
Webber Ditch Company,,x,19871123693,G,N,1953-05-18,G,,N,,x,,x,37.310105,-108.289804,G2,Mancos,G,Southwest,G1,,x,
Weber Reservoir Company,,x,19871039627,G,N,1904-12-08,G,,N,,x,,x,,,x,,x,,x,,x,
Weir And Johnson Ditch And Reservoir Company,,x,19871042370,G,N,1906-04-02,G,,N,,x,,x,,,x,,x,,x,,x,
Welch Ditch Users Association,,x,20151223327,G,N,2015-03-30,G,,N,,x,,x,39.736410,-105.151269,G2,Golden,G,Metro,G1,,x,
"Welch Ditch Users Association, Inc.",,x,19961117462,G,N,1996-09-06,G,,N,,x,,x,39.734332,-105.145881,G2,Golden,G,Metro,G1,,x,
Welch Lateral Ditch Company,,x,19871049236,G,N,1909-04-13,G,,N,,x,,x,,,x,,x,,x,,x,
Weldon Valley Ditch Company,WeldonVlyDC,G,19871009068,G,N,1888-11-17,G,,N,,x,,x,40.361163,-103.968838,G2,Weldona,G,South Platte,G1,,x,
Wellington Reservoir Company,WellingtonRC,G,19871970994,G,N,1920-01-22,G,,N,,x,,x,39.985791,-104.790846,G2,Brighton,G,Metro,G1,,x,
Wellman Ditch Company,,x,19871001714,G,N,1878-06-13,G,,N,,x,,x,,,x,,x,,x,,x,
West 56th Avenue Ditch Company,West56AveDC,G,19871112923,G,N,1947-06-27,G,,N,,x,,x,39.798350,-105.011114,G2,Denver,G,Metro,G1,,x,
West End Irrigation Company,,x,19871101902,G,N,1937-05-03,G,,N,,x,,x,,,x,,x,,x,,x,
West Gunnison Ditch Association,,x,19981144307,G,N,1998-08-07,G,2003-06-01,G,,x,,x,,,x,,x,,x,,x,
West Irrigation Company,WestIC,G,19871046071,G,N,1907-12-06,G,,N,,x,,x,40.526291,-104.712969,G2,Eaton,G,South Platte,G1,,x,
West Lateral Ditch Company,,x,19871078638,G,N,1923-12-18,G,,N,,x,,x,,,x,,x,,x,,x,
West Meadows Mutual Ditch Company,,x,19981207984,G,N,1998-11-23,G,,N,,x,,x,37.936562,-107.809508,G2,Telluride,G,Southwest,G1,,x,
West Pueblo Ditch And Reservoir Company,,x,19871008572,G,N,1888-03-15,G,,N,,x,,x,38.271336,-104.611301,G2,Pueblo,G,Arkansas,G1,,x,
West Reservoir And Ditch Company,,x,19871048230,G,N,1908-11-18,G,,N,,x,,x,38.889839,-107.658591,G2,Hotchkiss,G,Gunnison,G1,,x,
West Rhone Lateral Ditch Company,,x,20001027666,G,N,2000-02-09,G,,N,,x,,x,39.137264,-108.668320,G2,Fruita,G,Colorado,G1,,x,
West Ridge Irrigation Association,,x,,x,Y,,x,,N,,x,,x,,,x,Greeley,G,,x,,x,
"West South Platte Water & Reservoir Company, LLLP",WestSouthPlatteWRC,G,20161110070,G,N,2016-02-16,G,,N,,x,,x,39.573517,-104.881907,G2,Centennial,G,Metro,,,x,
Western Mutual Ditch Company,WesternMutualDC,G,19871049007,G,N,1909-03-15,G,,N,,x,,x,40.310485,-104.752952,G2,La Salle,G,South Platte,G1,,x,
Westmoor Acres Irrigation Company,,x,19871086245,G,N,1927-09-02,G,,N,,x,,x,,,x,,x,,x,,x,
Wheat Ridge Mutual Lateral Ditch Company,,x,19871015312,G,N,1893-03-14,G,,N,,x,,x,,,x,,x,,x,,x,
Whipple Lateral Ditch Company,WhippleLDC,G,19871194170,G,N,1967-06-20,G,,N,,x,,x,40.323378,-105.110277,G2,Berthoud,G,South Platte,G1,,x,
"White Ditch No. 2, Incorporated",,x,19981172148,G,N,1998-09-23,G,,N,,x,,x,38.522578,-106.010825,G2,Salida,G,Arkansas,G1,,x,
"White Ditch No. 3, Incorporated",,x,19971027634,G,N,1997-02-24,G,,N,,x,,x,38.523659,-105.999777,G2,Salida,G,Arkansas,G1,,x,
White River Highland Ditch Company,,x,19921070888,G,N,1992-07-17,G,,N,,x,,x,40.033556,-107.832836,G2,Meeker,G,Yampa,G1,,x,
Whitewater Mutual Ditch Company,,x,19871255449,G,N,1973-03-21,G,,N,,x,,x,,,x,,x,,x,,x,
Whitney Irrigating Ditch Company,,x,19871003685,G,N,1881-04-28,G,,N,,x,,x,,,x,,x,,x,,x,
Wide Acres Mutual Ditch Company,,x,19871075418,G,N,1922-03-29,G,2008-11-12,G,,x,,x,,,x,,x,,x,,x,
Widefield Ditch Company,,x,19871064076,G,N,1917-01-27,G,,N,,x,,x,,,x,,x,,x,,x,
Wight Lateral Ditch Company,WightLDC,G,19871051937,G,N,1910-05-05,G,,N,,x,,x,39.732718,-105.092170,G2,Lakewood,G,Metro,G1,,x,
Wildcat Reservoir Company,,x,19911016112,G,N,1991-03-13,G,,N,,x,,x,39.276021,-106.936867,G2,Snowmass Village,G,Colorado,,,x,
Wilkins Ditch Company,WilkinsDC,G,19871956110,G,N,1912-04-03,G,,N,,x,,x,39.802208,-105.082768,G2,Arvada,G,Metro,G1,,x,
Willerup'S Sub-Division Supply Ditch Company,,x,19871116243,G,N,1949-04-16,G,,N,,x,,x,,,x,,x,,x,,x,
Williams And Hamm Ditch Company,,x,19871091035,G,N,1936-09-22,G,,N,,x,,x,,,x,,x,,x,,x,
Williamson Ditch Company,WilliamsonDC,G,19871068569,G,N,1919-01-10,G,,N,,x,,x,40.113359,-105.183339,G2,Longmont,G,South Platte,G1,,x,
Willow Creek Ditch And Herrick Ditch Company,,x,20021154821,G,N,2002-06-07,G,,N,,x,,x,39.368658,-107.031414,G2,Basalt,G,Colorado,G1,,x,
Willow Heights Irrigation Company,,x,19941134289,G,N,1994-12-05,G,,N,,x,,x,38.799707,-107.719503,G2,Hotchkiss,G,Gunnison,G1,,x,
Willow Park Ditch Company,,x,19991026863,G,N,1999-02-10,G,,N,,x,,x,37.672407,-106.610423,G2,South Fork,G,Rio Grande,G1,,x,
"Willow Wood Village Irrigation & Drainage Company, Inc.",,x,20091290285,G,N,2009-05-27,G,,N,,x,,x,39.027081,-108.460037,G2,Grand Junction,G,Colorado,G1,,x,
Windmill Ranch Mutual Lateral Ditch Company,,x,20041223198,G,N,2004-06-28,G,,N,,x,,x,38.534719,-105.998902,G2,Salida,G,Arkansas,G1,,x,
Windsor Reservoir & Canal Company,WindsorRCC,G,19871010673,G,N,1890-05-02,G,,N,,x,,x,40.526291,-104.712969,G2,Eaton,G,South Platte,,,x,
Wisconsin Ditch Company,,x,19871111757,G,N,1946-12-10,G,,N,,x,,x,,,x,,x,,x,,x,
Wiswall Ditch Company,,x,19871041868,G,N,1906-01-25,G,,N,,x,,x,,,x,,x,,x,,x,
Wolfer Ditch Company,,x,19871058840,G,N,1904-06-13,G,,N,,x,,x,,,x,,x,,x,,x,
Wolff And Coulehan Lateral Ditch Company,,x,19871044983,G,N,1907-05-28,G,,N,,x,,x,,,x,,x,,x,,x,
Wolff Ditch Company,WolffDC,G,20101191416,G,N,2010-03-31,G,,N,,x,,x,39.787816,-105.094216,G2,Arvada,G,Metro,G1,,x,
Wood Lake Mutual Water & Irrigation Co.,,x,19871138522,G,N,1958-02-21,G,,N,,x,,x,,,x,,x,,x,,x,
Woodchuck Ditch Company,,x,19901061625,G,N,1990-06-01,G,,N,,x,,x,40.474494,-106.825617,G2,Steamboat Springs,G,Yampa,G1,,x,
Wood-Perry Ditch Company,,x,19871405641,G,N,1980-06-23,G,,N,,x,,x,38.181954,-107.752680,G2,Ridgway,G,Gunnison,G1,,x,
Y & S Reservoir Company,,x,19871132515,G,N,1956-05-18,G,,N,,x,,x,,,x,,x,,x,,x,
Yeager Subdivision Ii Ditch Corporation,,x,19951129171,G,N,1995-10-19,G,,N,,x,,x,37.111514,-107.897825,G2,Durango,G,Southwest,G1,,x,
Yellowstone Lateral Ditch Company,YellowstoneLDC,G,20061310555,G,N,2006-07-31,G,,N,,x,,x,40.247321,-105.082727,G2,Longmont,G,South Platte,G1,,x,
Young Creek Reservoir Company,,x,19871023667,G,N,1897-01-07,G,,N,,x,,x,,,x,,x,,x,,x,
Zweck And Turner Ditch Company,ZweckTurnerDC,G,20131681303,G,N,2013-11-26,G,,N,,x,,x,40.173812,-105.169588,G2,Longmont,G,South Platte,G1,,x,
